frame_index,timestamp_ms,detected,nose_x,nose_y,nose_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z
423,17583.333,True,-0.022765,-0.575186,-0.287277,0.054639,-0.593335,-0.171045,-0.091163,-0.550641,-0.17649,0.148831,-0.432208,-0.041395,-0.148291,-0.488261,-0.008504,0.212547,-0.234769,-0.101606,-0.20511,-0.197672,-0.083153,0.121662,-0.143041,-0.144841,-0.104462,-0.14356,-0.227801,0.094341,0.001532,0.036304,-0.091172,-0.009014,-0.036016
424,17625.0,True,-0.024227,-0.575423,-0.287262,0.053705,-0.593433,-0.171074,-0.091813,-0.550765,-0.17625,0.148252,-0.432248,-0.041377,-0.149146,-0.487762,-0.008088,0.211472,-0.234573,-0.101681,-0.205149,-0.197568,-0.080147,0.12013,-0.143192,-0.144274,-0.102346,-0.142398,-0.212992,0.09428,0.001447,0.036302,-0.09109,-0.008921,-0.036018
425,17666.667,True,-0.027566,-0.575149,-0.287264,0.053317,-0.593386,-0.171166,-0.092761,-0.550932,-0.175178,0.147876,-0.432218,-0.041447,-0.149854,-0.488441,-0.007565,0.209121,-0.233983,-0.101319,-0.209093,-0.199264,-0.079672,0.118703,-0.133426,-0.136458,-0.110673,-0.141685,-0.213266,0.094187,0.001462,0.036255,-0.090993,-0.008935,-0.035985
426,17708.333,True,-0.026831,-0.574495,-0.29062,0.053566,-0.593085,-0.178364,-0.091983,-0.550957,-0.181271,0.148038,-0.432043,-0.048461,-0.149718,-0.489042,-0.011555,0.208751,-0.231027,-0.103814,-0.208954,-0.199554,-0.083377,0.10848,-0.135004,-0.135506,-0.11026,-0.146001,-0.217928,0.093932,0.001513,0.036036,-0.090782,-0.008978,-0.0358
427,17750.0,True,-0.018993,-0.574558,-0.308959,0.059302,-0.592866,-0.202861,-0.083089,-0.551839,-0.206955,0.154487,-0.43132,-0.067521,-0.144495,-0.492584,-0.029221,0.216778,-0.230536,-0.115508,-0.203553,-0.203927,-0.091722,0.10827,-0.15297,-0.149285,-0.109558,-0.158305,-0.223932,0.093758,0.00195,0.035826,-0.090627,-0.00948,-0.035674
428,17791.667,True,-0.014375,-0.575295,-0.307771,0.06438,-0.593165,-0.200396,-0.077342,-0.552966,-0.203607,0.159579,-0.431707,-0.065504,-0.135993,-0.495336,-0.027588,0.229897,-0.233892,-0.114798,-0.186941,-0.208262,-0.087513,0.123297,-0.175633,-0.156167,-0.089807,-0.183934,-0.222462,0.093629,0.002828,0.034734,-0.09049,-0.010389,-0.034593
429,17833.333,True,-0.016389,-0.575165,-0.308744,0.064026,-0.593251,-0.199598,-0.078381,-0.553803,-0.201394,0.159195,-0.43323,-0.064492,-0.136521,-0.496951,-0.024179,0.2286,-0.234198,-0.113343,-0.188146,-0.209251,-0.083656,0.126905,-0.181133,-0.155394,-0.094206,-0.191385,-0.222967,0.093658,0.002909,0.033837,-0.090506,-0.010477,-0.033566
430,17875.0,True,-0.019944,-0.56928,-0.310383,0.063836,-0.590892,-0.20211,-0.079594,-0.552281,-0.201755,0.161457,-0.431742,-0.064398,-0.13872,-0.496839,-0.023342,0.236204,-0.228682,-0.11361,-0.200493,-0.208484,-0.076644,0.14168,-0.178137,-0.166046,-0.141779,-0.190683,-0.227712,0.094622,0.003296,0.034026,-0.091362,-0.010906,-0.03377
431,17916.667,True,-0.01938,-0.567058,-0.332226,0.06352,-0.588114,-0.222023,-0.079959,-0.548696,-0.22664,0.161993,-0.430496,-0.077871,-0.139161,-0.493674,-0.033393,0.244905,-0.22868,-0.116405,-0.201118,-0.20434,-0.083845,0.152377,-0.187737,-0.176104,-0.163964,-0.186293,-0.253068,0.095412,0.003352,0.034232,-0.09211,-0.010955,-0.033965
432,17958.333,True,-0.021911,-0.5667,-0.343335,0.057575,-0.587594,-0.232565,-0.086838,-0.546948,-0.238421,0.158547,-0.431752,-0.088265,-0.150994,-0.491254,-0.047052,0.24651,-0.242081,-0.120868,-0.213395,-0.199505,-0.104764,0.159497,-0.204686,-0.177176,-0.17815,-0.184869,-0.280083,0.095492,0.003042,0.034346,-0.092225,-0.010456,-0.034082
433,18000.0,True,-0.019445,-0.563592,-0.341898,0.058308,-0.585589,-0.231718,-0.086254,-0.540745,-0.23719,0.161774,-0.432311,-0.089343,-0.15145,-0.485503,-0.05098,0.269901,-0.246599,-0.126601,-0.22003,-0.197192,-0.132242,0.187163,-0.204672,-0.195219,-0.181456,-0.183676,-0.333681,0.097378,0.002506,0.035053,-0.094245,-0.010069,-0.034626
434,18041.667,True,-0.015758,-0.560293,-0.338728,0.061638,-0.581303,-0.22843,-0.084992,-0.536874,-0.233161,0.165605,-0.430792,-0.087046,-0.150975,-0.479084,-0.04917,0.276143,-0.246201,-0.12912,-0.221009,-0.195135,-0.136286,0.191517,-0.212296,-0.207083,-0.190506,-0.184086,-0.339972,0.098547,0.002189,0.035393,-0.095345,-0.009843,-0.034848
435,18083.333,True,-0.01028,-0.556552,-0.344915,0.069474,-0.577763,-0.23667,-0.079504,-0.533607,-0.240002,0.176755,-0.428056,-0.091426,-0.145803,-0.473606,-0.056872,0.292479,-0.241555,-0.141371,-0.220713,-0.193045,-0.145314,0.204746,-0.222416,-0.220377,-0.191871,-0.189475,-0.349869,0.099043,0.002106,0.035396,-0.09574,-0.009837,-0.034858
436,18125.0,True,-0.005704,-0.546828,-0.34488,0.074313,-0.574894,-0.238778,-0.07609,-0.529843,-0.241278,0.185276,-0.427971,-0.091298,-0.139142,-0.472824,-0.055314,0.306042,-0.236113,-0.147069,-0.218953,-0.193194,-0.138532,0.211438,-0.230625,-0.227567,-0.194301,-0.195547,-0.334844,0.099415,0.002138,0.035278,-0.095946,-0.009922,-0.034792
437,18166.667,True,0.004878,-0.546295,-0.345258,0.079466,-0.575038,-0.239749,-0.071616,-0.53046,-0.247009,0.190037,-0.429257,-0.091854,-0.133089,-0.473366,-0.058073,0.311475,-0.235783,-0.158965,-0.216447,-0.19328,-0.146316,0.21737,-0.251134,-0.26251,-0.189663,-0.213227,-0.331929,0.100026,0.002137,0.035861,-0.096352,-0.009996,-0.035452
438,18208.333,True,0.006698,-0.546933,-0.344811,0.078768,-0.575988,-0.23876,-0.072057,-0.530707,-0.245114,0.188942,-0.429683,-0.091395,-0.133241,-0.473508,-0.056838,0.309064,-0.234827,-0.159414,-0.216225,-0.193404,-0.148484,0.217149,-0.269637,-0.257882,-0.189021,-0.227149,-0.334082,0.100122,0.002013,0.036422,-0.096404,-0.009923,-0.036033
439,18250.0,True,0.005461,-0.545631,-0.324426,0.078297,-0.575498,-0.21536,-0.072403,-0.530254,-0.222178,0.187852,-0.42949,-0.068912,-0.133466,-0.473343,-0.034897,0.309751,-0.233708,-0.138504,-0.216073,-0.193492,-0.129711,0.218525,-0.274246,-0.232456,-0.191714,-0.229099,-0.309571,0.100275,0.001992,0.036402,-0.096502,-0.009911,-0.03601
440,18291.667,True,0.004742,-0.543433,-0.299321,0.078127,-0.574659,-0.189166,-0.072837,-0.52939,-0.192985,0.187162,-0.428763,-0.045,-0.133753,-0.472907,-0.006795,0.308443,-0.23197,-0.108856,-0.215058,-0.193558,-0.090845,0.218879,-0.277255,-0.17798,-0.193318,-0.230635,-0.248646,0.100301,0.002085,0.03616,-0.096507,-0.009985,-0.035807
441,18333.333,True,0.0041,-0.544399,-0.292606,0.07786,-0.575947,-0.180557,-0.074017,-0.53063,-0.187918,0.186691,-0.429276,-0.036564,-0.134154,-0.47289,-0.003661,0.306683,-0.231926,-0.102964,-0.214986,-0.192713,-0.094356,0.218526,-0.280962,-0.184196,-0.193998,-0.232028,-0.26081,0.101087,0.00186,0.036672,-0.097163,-0.009843,-0.036255
442,18375.0,True,0.003456,-0.544014,-0.290093,0.077691,-0.57581,-0.181598,-0.07427,-0.530554,-0.186334,0.186269,-0.429052,-0.03968,-0.134364,-0.472548,-0.002463,0.305754,-0.231573,-0.105649,-0.214328,-0.192763,-0.086934,0.21717,-0.283305,-0.180192,-0.19399,-0.23187,-0.240809,0.101098,0.001877,0.036314,-0.097162,-0.009867,-0.035988
443,18416.667,True,0.00306,-0.543721,-0.292021,0.077566,-0.575183,-0.183291,-0.074387,-0.529962,-0.188551,0.186019,-0.427543,-0.041088,-0.134429,-0.47089,-0.003032,0.305502,-0.229543,-0.106651,-0.212975,-0.190699,-0.089681,0.217253,-0.28215,-0.183013,-0.193416,-0.230378,-0.241858,0.101169,0.001876,0.036314,-0.097215,-0.00988,-0.035991
444,18458.333,True,0.00213,-0.545189,-0.293773,0.07738,-0.576541,-0.184273,-0.075637,-0.531074,-0.189806,0.185658,-0.428499,-0.041258,-0.134573,-0.471032,-0.004327,0.305161,-0.231192,-0.10613,-0.212917,-0.190766,-0.091522,0.216713,-0.285613,-0.185462,-0.19321,-0.233318,-0.250251,0.101376,0.001832,0.036465,-0.09739,-0.009845,-0.036118
445,18500.0,True,-0.001233,-0.545664,-0.29116,0.075849,-0.576848,-0.182157,-0.077648,-0.531648,-0.186887,0.184377,-0.428657,-0.039251,-0.135496,-0.471307,-0.002361,0.303526,-0.231365,-0.105202,-0.213349,-0.19098,-0.089503,0.216272,-0.28753,-0.186722,-0.192814,-0.234507,-0.254175,0.101498,0.001777,0.036713,-0.097504,-0.009788,-0.036337
446,18541.667,True,-0.001842,-0.544868,-0.290994,0.075484,-0.575254,-0.182173,-0.078247,-0.530694,-0.186616,0.183805,-0.427414,-0.039612,-0.136584,-0.469996,-0.003368,0.30338,-0.230012,-0.105823,-0.213308,-0.189543,-0.090653,0.217017,-0.285745,-0.184688,-0.192026,-0.233813,-0.254898,0.101488,0.001767,0.036578,-0.097481,-0.009773,-0.036234
447,18583.333,True,-0.002635,-0.544927,-0.285921,0.074729,-0.575219,-0.178317,-0.079039,-0.530733,-0.182222,0.182563,-0.4273,-0.037769,-0.137549,-0.469807,-0.001227,0.303204,-0.229799,-0.099845,-0.212602,-0.189593,-0.086548,0.216811,-0.284684,-0.166147,-0.187306,-0.236411,-0.239012,0.101314,0.001757,0.035981,-0.097309,-0.009759,-0.035701
448,18625.0,True,-0.004343,-0.544797,-0.280995,0.074278,-0.573571,-0.17399,-0.079792,-0.530179,-0.17525,0.182197,-0.426348,-0.033563,-0.138573,-0.46853,0.004924,0.303848,-0.229213,-0.090232,-0.212563,-0.187694,-0.08018,0.216991,-0.28432,-0.145325,-0.187339,-0.236079,-0.232575,0.101216,0.001754,0.035113,-0.097235,-0.009748,-0.03485
449,18666.667,True,-0.011415,-0.544831,-0.272068,0.073083,-0.572665,-0.164134,-0.083995,-0.530178,-0.159971,0.181784,-0.424629,-0.021141,-0.14039,-0.467756,0.01618,0.299554,-0.226326,-0.079906,-0.213307,-0.187205,-0.074368,0.214595,-0.283562,-0.13812,-0.190882,-0.237415,-0.232725,0.101768,0.00176,0.035026,-0.097845,-0.009766,-0.03476
450,18708.333,True,-0.02436,-0.544913,-0.268626,0.071725,-0.571526,-0.164177,-0.086906,-0.530795,-0.150591,0.182023,-0.421492,-0.019324,-0.140515,-0.467236,0.021936,0.295036,-0.222742,-0.082537,-0.211567,-0.187303,-0.064493,0.218817,-0.283578,-0.142987,-0.197191,-0.24028,-0.226757,0.102294,0.002224,0.034624,-0.098236,-0.010126,-0.034557
451,18750.0,True,-0.036275,-0.549701,-0.254379,0.06771,-0.571542,-0.149284,-0.090714,-0.53521,-0.128245,0.180602,-0.420512,-0.001081,-0.142882,-0.466788,0.045442,0.289067,-0.222209,-0.059537,-0.211589,-0.184197,-0.025506,0.228924,-0.279941,-0.119946,-0.216944,-0.238182,-0.19768,0.103459,0.002897,0.03464,-0.099112,-0.010485,-0.034633
452,18791.667,True,-0.036721,-0.557456,-0.247134,0.063984,-0.574887,-0.140055,-0.092651,-0.542288,-0.126977,0.177283,-0.420218,0.004104,-0.14874,-0.46795,0.043977,0.27776,-0.217043,-0.057614,-0.212741,-0.183025,-0.028525,0.233181,-0.258248,-0.126824,-0.238316,-0.222817,-0.206342,0.103715,0.003145,0.035288,-0.099269,-0.01057,-0.035458
453,18833.333,True,-0.035387,-0.569315,-0.239121,0.063041,-0.581467,-0.123309,-0.093351,-0.549603,-0.118002,0.173118,-0.420559,0.020673,-0.152401,-0.470253,0.047094,0.272333,-0.21686,-0.046136,-0.217088,-0.174459,-0.025979,0.243982,-0.233651,-0.131029,-0.246289,-0.200051,-0.209392,0.103742,0.003287,0.037327,-0.099288,-0.010603,-0.037549
454,18875.0,True,-0.034526,-0.577294,-0.243193,0.06322,-0.585697,-0.126951,-0.092481,-0.553176,-0.123932,0.172354,-0.419923,0.014853,-0.153112,-0.4715,0.04357,0.26823,-0.210986,-0.05163,-0.218046,-0.16989,-0.029799,0.249348,-0.208598,-0.151674,-0.246264,-0.186381,-0.227417,0.103907,0.003422,0.038562,-0.099445,-0.010684,-0.038742
455,18916.667,True,-0.031047,-0.581377,-0.293914,0.065393,-0.587212,-0.17128,-0.091219,-0.553835,-0.172015,0.173451,-0.419828,-0.024125,-0.153065,-0.47192,0.002187,0.262874,-0.210674,-0.072867,-0.217765,-0.170341,-0.061681,0.24776,-0.214087,-0.173928,-0.241781,-0.185743,-0.274671,0.104673,0.003546,0.038986,-0.100322,-0.010732,-0.039132
456,18958.333,True,-0.027876,-0.584017,-0.313426,0.066131,-0.58788,-0.187457,-0.090804,-0.553956,-0.191282,0.172227,-0.420064,-0.041622,-0.154747,-0.472401,-0.014494,0.261658,-0.212546,-0.080483,-0.222932,-0.166868,-0.086335,0.24691,-0.206513,-0.179911,-0.239886,-0.176994,-0.312139,0.105108,0.003486,0.039393,-0.100996,-0.010646,-0.039312
457,19000.0,True,-0.025027,-0.583145,-0.32863,0.067839,-0.587057,-0.202183,-0.090376,-0.553251,-0.205289,0.172464,-0.420082,-0.049665,-0.155761,-0.472438,-0.024996,0.259738,-0.214395,-0.078486,-0.223991,-0.167294,-0.094417,0.246117,-0.205374,-0.153874,-0.239276,-0.172728,-0.309651,0.105733,0.003559,0.039687,-0.101639,-0.010661,-0.039607
458,19041.667,True,-0.019416,-0.581513,-0.348705,0.075556,-0.586082,-0.226654,-0.082532,-0.552627,-0.224491,0.179761,-0.419828,-0.07565,-0.154257,-0.473912,-0.040234,0.264832,-0.213728,-0.125782,-0.221057,-0.165374,-0.109848,0.245549,-0.198339,-0.221528,-0.238386,-0.16852,-0.337419,0.105967,0.003719,0.039744,-0.102056,-0.010778,-0.039618
459,19083.333,True,-0.013437,-0.577765,-0.375716,0.08096,-0.58455,-0.259108,-0.07528,-0.550187,-0.256616,0.185902,-0.416976,-0.107006,-0.144086,-0.476574,-0.063659,0.266544,-0.203231,-0.161805,-0.210424,-0.165833,-0.131226,0.231204,-0.192667,-0.267127,-0.220254,-0.16942,-0.35855,0.106028,0.003985,0.03981,-0.102262,-0.011114,-0.039628
460,19125.0,True,-0.016443,-0.577134,-0.365286,0.076872,-0.58575,-0.249471,-0.078454,-0.551445,-0.247427,0.177337,-0.420465,-0.09927,-0.14398,-0.479884,-0.057719,0.259791,-0.205336,-0.14856,-0.209203,-0.169554,-0.123836,0.208632,-0.187548,-0.242489,-0.219507,-0.171499,-0.339721,0.105676,0.003853,0.039238,-0.101981,-0.011107,-0.038884
461,19166.667,True,-0.018998,-0.570959,-0.380321,0.07494,-0.583618,-0.266806,-0.079918,-0.548008,-0.264549,0.176589,-0.419982,-0.112726,-0.145117,-0.479534,-0.076683,0.256577,-0.206227,-0.157588,-0.210086,-0.169672,-0.140955,0.204737,-0.184739,-0.237415,-0.219705,-0.166142,-0.349686,0.105439,0.003821,0.0391,-0.101852,-0.011111,-0.03874
462,19208.333,True,-0.019621,-0.567828,-0.3805,0.071697,-0.583523,-0.265305,-0.083286,-0.545448,-0.267408,0.17495,-0.420065,-0.112031,-0.147478,-0.478086,-0.078078,0.254659,-0.20643,-0.156827,-0.212067,-0.168267,-0.142676,0.196011,-0.18132,-0.233186,-0.221514,-0.155462,-0.347209,0.105389,0.003664,0.039164,-0.101824,-0.01105,-0.038816
463,19250.0,True,-0.01951,-0.566532,-0.375964,0.071545,-0.583472,-0.258678,-0.0838,-0.544111,-0.26039,0.175091,-0.420047,-0.106505,-0.149746,-0.478024,-0.072573,0.254804,-0.20685,-0.153985,-0.214445,-0.168359,-0.139896,0.196133,-0.180075,-0.229921,-0.22362,-0.152917,-0.349336,0.105292,0.003635,0.038974,-0.101791,-0.011035,-0.038606
464,19291.667,True,-0.020087,-0.565331,-0.375322,0.069323,-0.583224,-0.258257,-0.085232,-0.543272,-0.261974,0.173236,-0.419998,-0.10937,-0.151529,-0.477515,-0.071566,0.254109,-0.208009,-0.156963,-0.214501,-0.16648,-0.139211,0.196442,-0.179278,-0.234996,-0.223197,-0.148675,-0.347344,0.105299,0.003614,0.038996,-0.101807,-0.011017,-0.038616
465,19333.333,True,-0.022287,-0.564874,-0.372508,0.068225,-0.583187,-0.25541,-0.08581,-0.543141,-0.258561,0.172731,-0.419978,-0.107384,-0.152807,-0.477415,-0.068973,0.254067,-0.208807,-0.160623,-0.215533,-0.166548,-0.137013,0.196996,-0.180037,-0.236063,-0.225753,-0.145821,-0.345393,0.104914,0.003555,0.038776,-0.101435,-0.010964,-0.038442
466,19375.0,True,-0.02361,-0.564066,-0.373428,0.067522,-0.582892,-0.258603,-0.086226,-0.542722,-0.259698,0.172708,-0.419901,-0.110774,-0.153709,-0.476566,-0.072062,0.254212,-0.209227,-0.165837,-0.217326,-0.165366,-0.138067,0.19796,-0.177307,-0.243132,-0.226365,-0.143932,-0.343265,0.104911,0.003542,0.038769,-0.101433,-0.010956,-0.038438
467,19416.667,True,-0.023758,-0.563269,-0.375833,0.067748,-0.582371,-0.262379,-0.086095,-0.542317,-0.261459,0.173933,-0.419096,-0.113315,-0.153661,-0.476459,-0.073432,0.254403,-0.209211,-0.169869,-0.218249,-0.165301,-0.136881,0.198601,-0.17684,-0.247106,-0.226451,-0.144285,-0.34035,0.104876,0.003617,0.038751,-0.101414,-0.011027,-0.038432
468,19458.333,True,-0.023901,-0.563109,-0.374612,0.067501,-0.582323,-0.262034,-0.086286,-0.542303,-0.260647,0.173936,-0.419126,-0.111947,-0.153782,-0.476081,-0.072612,0.256453,-0.209981,-0.167534,-0.218333,-0.164095,-0.136079,0.200706,-0.175915,-0.248188,-0.225896,-0.144131,-0.34006,0.10508,0.003618,0.038878,-0.101599,-0.011041,-0.038546
469,19500.0,True,-0.023289,-0.564111,-0.37424,0.067963,-0.583189,-0.25997,-0.086175,-0.542755,-0.259828,0.174143,-0.419481,-0.11111,-0.153823,-0.476258,-0.07206,0.256528,-0.210858,-0.166118,-0.220467,-0.16485,-0.135523,0.200918,-0.175684,-0.247367,-0.22643,-0.144109,-0.339395,0.105131,0.003495,0.039047,-0.101673,-0.010949,-0.038694
470,19541.667,True,-0.021069,-0.564329,-0.362515,0.07076,-0.583353,-0.243452,-0.085286,-0.542832,-0.244645,0.177035,-0.420202,-0.097287,-0.153694,-0.476269,-0.056735,0.26241,-0.215748,-0.133837,-0.225247,-0.164855,-0.120944,0.207924,-0.175869,-0.206032,-0.229521,-0.142733,-0.325856,0.105934,0.003611,0.039183,-0.102436,-0.011037,-0.038782
471,19583.333,True,0.000608,-0.574185,-0.352812,0.083473,-0.588134,-0.229536,-0.071437,-0.546736,-0.237984,0.183519,-0.423133,-0.086911,-0.145818,-0.480109,-0.047955,0.272851,-0.226232,-0.125643,-0.22181,-0.169161,-0.110778,0.214637,-0.186456,-0.209853,-0.208705,-0.155622,-0.321878,0.106151,0.003722,0.039751,-0.1027,-0.011133,-0.039185
472,19625.0,True,0.005277,-0.582705,-0.33852,0.082604,-0.596901,-0.216473,-0.072197,-0.551619,-0.232477,0.181259,-0.43514,-0.07869,-0.144188,-0.485429,-0.041429,0.272407,-0.24291,-0.104951,-0.216125,-0.179078,-0.104941,0.210019,-0.19505,-0.194406,-0.198751,-0.170296,-0.311447,0.106159,0.003516,0.040449,-0.10271,-0.01096,-0.039704
473,19666.667,True,0.014498,-0.590881,-0.32731,0.077385,-0.605174,-0.211888,-0.07187,-0.553919,-0.232946,0.172799,-0.444056,-0.078578,-0.144067,-0.486785,-0.042779,0.265288,-0.258526,-0.108793,-0.211646,-0.182152,-0.112926,0.202206,-0.208269,-0.199182,-0.185815,-0.181503,-0.312363,0.105318,0.003053,0.040927,-0.101915,-0.010618,-0.040149
474,19708.333,True,0.011417,-0.589966,-0.321809,0.069883,-0.60388,-0.210886,-0.072223,-0.552649,-0.23228,0.167411,-0.445395,-0.076571,-0.144224,-0.486533,-0.043397,0.264478,-0.259172,-0.11218,-0.21517,-0.185316,-0.113315,0.193858,-0.220779,-0.198139,-0.190166,-0.182736,-0.305599,0.103641,0.002608,0.041476,-0.100198,-0.010211,-0.040796
475,19750.0,True,0.010151,-0.5884,-0.324742,0.065706,-0.603306,-0.212745,-0.074357,-0.552457,-0.234079,0.162475,-0.444237,-0.077123,-0.144222,-0.486356,-0.043926,0.256145,-0.254367,-0.114207,-0.21526,-0.184945,-0.110477,0.179328,-0.21725,-0.199499,-0.190881,-0.18075,-0.293016,0.102482,0.002431,0.041394,-0.098968,-0.010119,-0.040774
476,19791.667,True,0.020385,-0.587436,-0.321069,0.074578,-0.603428,-0.204401,-0.068202,-0.552345,-0.22839,0.1667,-0.443984,-0.066122,-0.135502,-0.486255,-0.03834,0.256344,-0.234379,-0.113525,-0.203711,-0.184848,-0.110417,0.181158,-0.211598,-0.200857,-0.187479,-0.180696,-0.295818,0.101923,0.002387,0.041028,-0.098402,-0.010096,-0.040437
477,19833.333,True,0.03454,-0.588344,-0.32277,0.084009,-0.603645,-0.206133,-0.059483,-0.552305,-0.237267,0.177006,-0.440911,-0.073129,-0.126537,-0.486182,-0.046655,0.270142,-0.227745,-0.126169,-0.187119,-0.184238,-0.113002,0.188099,-0.207175,-0.236025,-0.180635,-0.178063,-0.297134,0.101925,0.002833,0.041009,-0.098402,-0.010683,-0.040421
478,19875.0,True,0.033854,-0.591922,-0.332531,0.083728,-0.603865,-0.215463,-0.060523,-0.553652,-0.249969,0.176757,-0.437692,-0.083863,-0.127894,-0.48549,-0.065353,0.269919,-0.220086,-0.141127,-0.188317,-0.17998,-0.139331,0.186998,-0.206967,-0.258224,-0.175924,-0.178273,-0.32837,0.101809,0.002442,0.041107,-0.098305,-0.010399,-0.040537
479,19916.667,True,0.034704,-0.594568,-0.332671,0.086385,-0.604714,-0.215635,-0.058062,-0.555381,-0.249743,0.179584,-0.436845,-0.084691,-0.127465,-0.485106,-0.064823,0.27146,-0.218798,-0.145911,-0.18163,-0.172534,-0.137201,0.187291,-0.208529,-0.265539,-0.174314,-0.177894,-0.328193,0.101945,0.002467,0.04113,-0.098439,-0.01052,-0.040594
480,19958.333,True,0.032652,-0.596106,-0.332621,0.088408,-0.60492,-0.216068,-0.056233,-0.557071,-0.245756,0.181349,-0.436354,-0.084625,-0.124239,-0.485054,-0.059227,0.275467,-0.219121,-0.145334,-0.182644,-0.172579,-0.116598,0.188138,-0.21011,-0.260486,-0.176049,-0.180172,-0.29897,0.101844,0.002617,0.040434,-0.098317,-0.010731,-0.039992
481,20000.0,True,0.030537,-0.596979,-0.328692,0.087942,-0.605822,-0.213538,-0.05658,-0.559041,-0.235857,0.181192,-0.436909,-0.078533,-0.124561,-0.485407,-0.048317,0.275504,-0.22575,-0.131824,-0.183299,-0.174485,-0.106592,0.188129,-0.214587,-0.242271,-0.17512,-0.190139,-0.289539,0.101744,0.002685,0.040436,-0.098196,-0.010789,-0.039995
482,20041.667,True,0.017445,-0.600053,-0.324324,0.08697,-0.606977,-0.211546,-0.058993,-0.562921,-0.22422,0.181112,-0.437055,-0.075366,-0.12483,-0.487164,-0.038262,0.273951,-0.227261,-0.125362,-0.184385,-0.184864,-0.094384,0.182061,-0.217684,-0.227097,-0.170896,-0.201353,-0.275555,0.101418,0.002717,0.040095,-0.097831,-0.010797,-0.039637
483,20083.333,True,0.006592,-0.601419,-0.316891,0.084411,-0.606943,-0.206427,-0.061725,-0.565074,-0.210348,0.176571,-0.439054,-0.070123,-0.125106,-0.489089,-0.027679,0.267091,-0.246986,-0.095064,-0.185786,-0.194806,-0.08318,0.171754,-0.219772,-0.152154,-0.156905,-0.208234,-0.248065,0.100841,0.002719,0.039876,-0.097257,-0.01077,-0.039376
484,20125.0,True,-0.007957,-0.601089,-0.309639,0.078442,-0.605556,-0.200234,-0.069691,-0.56504,-0.196493,0.173052,-0.438976,-0.065403,-0.129161,-0.490249,-0.015237,0.261238,-0.247885,-0.074972,-0.189436,-0.202038,-0.06467,0.156932,-0.219225,-0.106477,-0.149845,-0.208441,-0.215823,0.100559,0.002756,0.038221,-0.097014,-0.010761,-0.037661
485,20166.667,True,-0.009866,-0.601476,-0.274001,0.076472,-0.605419,-0.166043,-0.070535,-0.565813,-0.161415,0.171916,-0.438903,-0.040905,-0.129999,-0.490759,0.008217,0.258381,-0.248347,-0.068124,-0.188837,-0.203009,-0.050147,0.139319,-0.218946,-0.110244,-0.131673,-0.207076,-0.199386,0.100519,0.002787,0.038025,-0.096993,-0.010769,-0.037461
486,20208.333,True,-0.018359,-0.601673,-0.275523,0.06882,-0.60625,-0.170348,-0.074077,-0.566618,-0.16409,0.167003,-0.439041,-0.045511,-0.130251,-0.492192,0.010751,0.235509,-0.24935,-0.078987,-0.189154,-0.211908,-0.044942,0.103107,-0.220117,-0.132424,-0.111423,-0.213072,-0.178152,0.099088,0.002942,0.03568,-0.095622,-0.010852,-0.035271
487,20250.0,True,-0.019972,-0.601346,-0.280286,0.066595,-0.606148,-0.171451,-0.075842,-0.566528,-0.17229,0.166335,-0.438705,-0.055013,-0.131732,-0.492813,0.005048,0.234121,-0.248809,-0.096971,-0.189572,-0.214794,-0.051594,0.104559,-0.219904,-0.137154,-0.104238,-0.211604,-0.198205,0.098742,0.002953,0.035374,-0.09538,-0.010856,-0.034937
488,20291.667,True,-0.025919,-0.598354,-0.282153,0.062257,-0.605059,-0.175349,-0.081178,-0.565423,-0.17678,0.164235,-0.437373,-0.059291,-0.133213,-0.492878,0.002521,0.232096,-0.248346,-0.103935,-0.189804,-0.214852,-0.053865,0.109023,-0.213619,-0.144818,-0.104779,-0.205584,-0.204899,0.098089,0.002971,0.033922,-0.094833,-0.01087,-0.033522
489,20333.333,True,-0.026995,-0.597258,-0.284984,0.060818,-0.6048,-0.176109,-0.082505,-0.565193,-0.179426,0.163521,-0.436945,-0.060181,-0.133738,-0.492857,0.001074,0.233035,-0.248051,-0.111093,-0.191289,-0.213754,-0.057713,0.11229,-0.207489,-0.149779,-0.107888,-0.19494,-0.210021,0.097716,0.002986,0.03343,-0.094463,-0.010907,-0.033077
490,20375.0,True,-0.028486,-0.597252,-0.287349,0.060325,-0.604697,-0.178944,-0.083161,-0.565152,-0.179435,0.163454,-0.435918,-0.060291,-0.134085,-0.493541,-0.00059,0.234242,-0.247673,-0.110514,-0.192667,-0.21888,-0.055874,0.115733,-0.204003,-0.152156,-0.108901,-0.194163,-0.206931,0.097537,0.00308,0.033489,-0.094302,-0.011043,-0.033137
