frame_index,timestamp_ms,detected,nose_x,nose_y,nose_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z
712,29625.0,True,-0.013096,-0.594548,-0.308924,0.076592,-0.59858,-0.19739,-0.07146,-0.567337,-0.193536,0.172271,-0.438904,-0.063058,-0.138488,-0.496561,-0.01292,0.26271,-0.257803,-0.085992,-0.20872,-0.21087,-0.057854,0.156006,-0.213742,-0.126886,-0.165376,-0.205376,-0.211528,0.102327,0.004144,0.036542,-0.098595,-0.011314,-0.035871
713,29666.667,True,-0.013879,-0.590095,-0.302246,0.072305,-0.598508,-0.19388,-0.074006,-0.565793,-0.192904,0.167843,-0.440868,-0.060622,-0.139116,-0.497068,-0.010847,0.250757,-0.256599,-0.082276,-0.208519,-0.212854,-0.055846,0.124973,-0.211149,-0.11877,-0.136687,-0.203615,-0.19272,0.101235,0.003897,0.035956,-0.097649,-0.011013,-0.035348
714,29708.333,True,-0.013744,-0.587765,-0.300305,0.071927,-0.598067,-0.191059,-0.074557,-0.562636,-0.188885,0.167773,-0.43845,-0.058573,-0.139219,-0.496931,-0.00992,0.232785,-0.245711,-0.086463,-0.202042,-0.213385,-0.055316,0.100066,-0.210975,-0.134728,-0.123876,-0.202064,-0.196797,0.10071,0.003893,0.034728,-0.09728,-0.010991,-0.03418
715,29750.0,True,-0.013251,-0.586742,-0.299185,0.071826,-0.598015,-0.189459,-0.074446,-0.562107,-0.18693,0.166702,-0.438074,-0.058529,-0.136897,-0.498034,-0.008622,0.228618,-0.245206,-0.08653,-0.191007,-0.219043,-0.051114,0.099142,-0.207715,-0.118432,-0.107734,-0.202001,-0.180264,0.099471,0.003926,0.033081,-0.096232,-0.011011,-0.032675
716,29791.667,True,-0.013269,-0.584109,-0.302431,0.071952,-0.596632,-0.193577,-0.074115,-0.560405,-0.188954,0.167388,-0.435767,-0.066352,-0.134774,-0.497924,-0.007716,0.231586,-0.240651,-0.103332,-0.18581,-0.218232,-0.045907,0.107535,-0.201519,-0.131058,-0.104061,-0.201964,-0.18496,0.098806,0.004272,0.031742,-0.095633,-0.011418,-0.031289
717,29833.333,True,-0.016129,-0.584206,-0.302979,0.071728,-0.596483,-0.193479,-0.074759,-0.560444,-0.187782,0.167405,-0.434088,-0.067829,-0.13471,-0.498061,-0.007242,0.233247,-0.240605,-0.109072,-0.186308,-0.218179,-0.041731,0.1163,-0.19807,-0.145802,-0.105607,-0.199286,-0.186905,0.098474,0.004439,0.03147,-0.095347,-0.011583,-0.030958
718,29875.0,True,-0.018309,-0.584373,-0.306127,0.071164,-0.595875,-0.196457,-0.075642,-0.560081,-0.188229,0.16728,-0.432382,-0.071722,-0.134797,-0.498071,-0.00788,0.234379,-0.240808,-0.112407,-0.186489,-0.218719,-0.046355,0.117036,-0.194683,-0.150936,-0.106317,-0.193276,-0.196836,0.098397,0.004447,0.031571,-0.095307,-0.011593,-0.031024
719,29916.667,True,-0.018453,-0.585002,-0.30571,0.070803,-0.595965,-0.195752,-0.076546,-0.560118,-0.187994,0.16683,-0.432185,-0.070544,-0.135323,-0.497885,-0.007301,0.234961,-0.240842,-0.111665,-0.186724,-0.217899,-0.049922,0.115173,-0.191813,-0.151885,-0.106047,-0.18867,-0.210327,0.098396,0.004412,0.032168,-0.095307,-0.011596,-0.031556
720,29958.333,True,-0.019115,-0.585077,-0.306542,0.070754,-0.5956,-0.196171,-0.076884,-0.559927,-0.18789,0.166842,-0.431205,-0.070657,-0.135359,-0.497797,-0.006999,0.235394,-0.239051,-0.111106,-0.18691,-0.21751,-0.052907,0.113449,-0.189103,-0.150345,-0.105342,-0.185663,-0.214113,0.098392,0.004407,0.032164,-0.09531,-0.011604,-0.03155
721,30000.0,True,-0.019114,-0.585041,-0.309013,0.070413,-0.595572,-0.19927,-0.076995,-0.559147,-0.191708,0.166856,-0.430709,-0.075063,-0.135028,-0.497448,-0.00898,0.2356,-0.238533,-0.118025,-0.187041,-0.217217,-0.058538,0.1149,-0.188379,-0.161139,-0.104935,-0.184481,-0.224684,0.098274,0.004412,0.032301,-0.095198,-0.011655,-0.031682
722,30041.667,True,-0.01911,-0.585013,-0.316223,0.070356,-0.595535,-0.207137,-0.076986,-0.558733,-0.19969,0.167125,-0.429597,-0.082897,-0.134664,-0.497503,-0.01397,0.235284,-0.23729,-0.123994,-0.187188,-0.218977,-0.061212,0.112823,-0.188279,-0.166631,-0.106763,-0.184744,-0.229443,0.097734,0.004641,0.032224,-0.094708,-0.012046,-0.031626
723,30083.333,True,-0.019455,-0.585056,-0.320023,0.07011,-0.59554,-0.211306,-0.077371,-0.558707,-0.20361,0.166942,-0.429432,-0.086071,-0.134156,-0.497517,-0.020164,0.235086,-0.23785,-0.12743,-0.186442,-0.218841,-0.073536,0.112744,-0.188258,-0.17223,-0.104219,-0.18471,-0.243762,0.097354,0.004689,0.032491,-0.094368,-0.012162,-0.03189
724,30125.0,True,-0.019789,-0.585508,-0.313962,0.070089,-0.595722,-0.205414,-0.077361,-0.558884,-0.196254,0.167278,-0.429404,-0.082271,-0.134062,-0.497494,-0.013287,0.235367,-0.237858,-0.126397,-0.18658,-0.218811,-0.067646,0.113255,-0.187864,-0.172025,-0.104197,-0.184813,-0.240354,0.097348,0.004696,0.032513,-0.09436,-0.012194,-0.031907
725,30166.667,True,-0.025156,-0.586261,-0.31373,0.068129,-0.595872,-0.205581,-0.077935,-0.559593,-0.195879,0.167057,-0.429231,-0.082632,-0.13399,-0.497892,-0.013029,0.235275,-0.238017,-0.128398,-0.186471,-0.218756,-0.067085,0.113092,-0.18812,-0.175712,-0.105005,-0.184654,-0.238411,0.097182,0.004704,0.032564,-0.094204,-0.012211,-0.031951
726,30208.333,True,-0.03132,-0.58785,-0.304505,0.066647,-0.596297,-0.205112,-0.077693,-0.561571,-0.187182,0.16707,-0.429779,-0.082141,-0.132774,-0.498543,-0.010362,0.2378,-0.242718,-0.128539,-0.185525,-0.22021,-0.064471,0.117733,-0.188255,-0.177227,-0.10022,-0.184656,-0.230505,0.097225,0.004731,0.032364,-0.094234,-0.012291,-0.031734
727,30250.0,True,-0.034055,-0.589419,-0.308408,0.066857,-0.596442,-0.212698,-0.076326,-0.562483,-0.18855,0.168974,-0.429335,-0.087797,-0.129929,-0.498761,-0.01345,0.240793,-0.243715,-0.135614,-0.181122,-0.221601,-0.06424,0.124527,-0.188363,-0.187408,-0.085712,-0.184697,-0.227067,0.09715,0.005031,0.032368,-0.094159,-0.012652,-0.031743
728,30291.667,True,-0.039512,-0.592128,-0.308143,0.065587,-0.597684,-0.213862,-0.076342,-0.565651,-0.188348,0.168917,-0.430592,-0.088818,-0.129588,-0.500133,-0.015194,0.2438,-0.253685,-0.137812,-0.181011,-0.226594,-0.071466,0.131126,-0.193381,-0.190837,-0.079451,-0.186527,-0.227947,0.096971,0.005051,0.031874,-0.093953,-0.012672,-0.031311
729,30333.333,True,-0.040217,-0.595317,-0.305722,0.064476,-0.600101,-0.212367,-0.076678,-0.567956,-0.185877,0.168685,-0.432846,-0.087332,-0.12978,-0.501073,-0.014251,0.247353,-0.260721,-0.135829,-0.18179,-0.229969,-0.067495,0.144196,-0.199257,-0.189939,-0.079633,-0.187187,-0.212945,0.096842,0.005046,0.0316,-0.093775,-0.012659,-0.031065
730,30375.0,True,-0.039833,-0.596876,-0.293144,0.060335,-0.602564,-0.190695,-0.081821,-0.56801,-0.17481,0.164984,-0.436378,-0.064982,-0.135779,-0.499632,-0.010348,0.245938,-0.265643,-0.114372,-0.18503,-0.226505,-0.067223,0.144711,-0.203908,-0.182248,-0.070878,-0.187201,-0.208765,0.097115,0.004558,0.03275,-0.094002,-0.01208,-0.032195
731,30416.667,True,-0.041424,-0.59643,-0.285661,0.051447,-0.602311,-0.178811,-0.091899,-0.565965,-0.17032,0.156929,-0.436299,-0.049948,-0.148308,-0.494912,-0.008296,0.245033,-0.265042,-0.091604,-0.201897,-0.22011,-0.067212,0.153569,-0.20459,-0.157566,-0.076445,-0.186709,-0.209082,0.097352,0.003662,0.034628,-0.0942,-0.011154,-0.033986
732,30458.333,True,-0.04113,-0.590636,-0.284191,0.050967,-0.599807,-0.175003,-0.093624,-0.560799,-0.16828,0.156459,-0.435946,-0.044471,-0.153794,-0.49165,-0.008099,0.245361,-0.260582,-0.085224,-0.215866,-0.208717,-0.074558,0.183923,-0.195417,-0.142686,-0.113015,-0.175439,-0.237345,0.097942,0.003421,0.034732,-0.094794,-0.010892,-0.034097
733,30500.0,True,-0.040989,-0.589373,-0.261942,0.051432,-0.598062,-0.145866,-0.093937,-0.559187,-0.135898,0.157024,-0.435834,-0.012723,-0.155735,-0.490469,0.023814,0.253645,-0.259009,-0.030843,-0.223255,-0.201853,-0.038096,0.207512,-0.191872,-0.060298,-0.146882,-0.171968,-0.198455,0.099975,0.003462,0.034686,-0.096776,-0.010889,-0.034024
734,30541.667,True,-0.041039,-0.589385,-0.272042,0.052177,-0.596899,-0.1478,-0.093913,-0.558982,-0.137818,0.158861,-0.43463,-0.022425,-0.157001,-0.489364,0.012823,0.255917,-0.256553,-0.049934,-0.22582,-0.196991,-0.063766,0.225316,-0.191866,-0.071123,-0.168509,-0.171675,-0.256062,0.101663,0.00346,0.034749,-0.098571,-0.010852,-0.034029
735,30583.333,True,-0.043247,-0.589193,-0.284107,0.056717,-0.596463,-0.153707,-0.09377,-0.559474,-0.139552,0.162789,-0.431017,-0.027917,-0.156693,-0.488376,0.011986,0.255249,-0.240744,-0.052743,-0.2311,-0.184978,-0.064668,0.244171,-0.191586,-0.117679,-0.232729,-0.161061,-0.273208,0.103175,0.003559,0.037335,-0.099756,-0.011003,-0.036615
736,30625.0,True,-0.040866,-0.596188,-0.284363,0.058209,-0.602136,-0.158998,-0.09222,-0.571308,-0.141153,0.161244,-0.432006,-0.02995,-0.152143,-0.495426,0.008909,0.254007,-0.242847,-0.102702,-0.21137,-0.198101,-0.086512,0.246192,-0.191356,-0.219311,-0.248871,-0.165721,-0.293259,0.102796,0.003324,0.036742,-0.09925,-0.010922,-0.035878
737,30666.667,True,-0.03872,-0.596314,-0.275963,0.059883,-0.604807,-0.151733,-0.092123,-0.573297,-0.142719,0.161177,-0.436744,-0.021934,-0.151725,-0.496404,0.009666,0.253864,-0.245617,-0.102828,-0.209652,-0.19852,-0.096041,0.249255,-0.191482,-0.218908,-0.25927,-0.165966,-0.319637,0.102766,0.002951,0.036955,-0.09921,-0.010651,-0.036018
738,30708.333,True,-0.034366,-0.596344,-0.276989,0.059919,-0.60733,-0.154103,-0.092376,-0.5737,-0.153189,0.160877,-0.44046,-0.02445,-0.151425,-0.497402,-0.003087,0.252574,-0.246723,-0.107346,-0.208859,-0.202913,-0.128647,0.247104,-0.191525,-0.214087,-0.257481,-0.171194,-0.357644,0.102739,0.002491,0.036998,-0.099185,-0.010396,-0.036026
739,30750.0,True,-0.032496,-0.597367,-0.27768,0.059716,-0.609187,-0.155834,-0.092674,-0.574013,-0.158956,0.159853,-0.445394,-0.025731,-0.151439,-0.498031,-0.013945,0.251142,-0.256643,-0.115187,-0.208517,-0.204852,-0.152778,0.242606,-0.191285,-0.231121,-0.251611,-0.17173,-0.390576,0.103173,0.00141,0.039296,-0.099625,-0.009502,-0.037973
740,30791.667,True,-0.031431,-0.59872,-0.28439,0.062514,-0.609262,-0.162911,-0.091276,-0.574789,-0.164829,0.161269,-0.445,-0.029984,-0.150546,-0.49813,-0.019083,0.251073,-0.256539,-0.115602,-0.208526,-0.205152,-0.145466,0.241443,-0.189878,-0.225564,-0.244353,-0.171955,-0.374161,0.103583,0.001198,0.040086,-0.099989,-0.009385,-0.038725
741,30833.333,True,-0.031922,-0.602489,-0.292639,0.061315,-0.610017,-0.170497,-0.090583,-0.57523,-0.169269,0.158311,-0.44414,-0.048901,-0.150937,-0.49819,-0.013823,0.241795,-0.2575,-0.160391,-0.2141,-0.205487,-0.064693,0.228532,-0.18969,-0.281912,-0.259036,-0.086233,-0.189148,0.102187,0.001206,0.035681,-0.098268,-0.009308,-0.035071
742,30875.0,True,-0.027085,-0.602678,-0.283121,0.065178,-0.609939,-0.157786,-0.085467,-0.575317,-0.155303,0.160034,-0.443306,-0.037619,-0.15029,-0.499934,0.000133,0.241983,-0.258206,-0.155728,-0.21406,-0.212766,-0.07212,0.228269,-0.18973,-0.272613,-0.25206,-0.110772,-0.231716,0.102096,0.001384,0.034228,-0.098209,-0.009323,-0.03345
743,30916.667,True,-0.026499,-0.60264,-0.284425,0.063857,-0.609972,-0.158414,-0.085668,-0.575223,-0.160154,0.156744,-0.443175,-0.03778,-0.150483,-0.499915,-7.7e-05,0.237574,-0.258126,-0.151551,-0.214587,-0.212352,-0.075938,0.222983,-0.190673,-0.258188,-0.249445,-0.12084,-0.246941,0.101302,0.00137,0.033269,-0.097481,-0.009216,-0.032429
744,30958.333,True,-0.021948,-0.601944,-0.286508,0.067222,-0.608702,-0.161808,-0.083348,-0.574687,-0.164878,0.160387,-0.442432,-0.037933,-0.14931,-0.499801,-0.010248,0.243979,-0.256288,-0.138118,-0.210517,-0.2107,-0.123552,0.229721,-0.193253,-0.254064,-0.245785,-0.154329,-0.355502,0.101642,0.001366,0.034255,-0.097948,-0.00921,-0.033156
745,31000.0,True,-0.016598,-0.601814,-0.287292,0.081344,-0.607794,-0.162159,-0.074982,-0.575267,-0.163851,0.169103,-0.44205,-0.036425,-0.138672,-0.502356,-0.001538,0.251174,-0.254283,-0.12183,-0.205159,-0.217803,-0.090598,0.23123,-0.194424,-0.232652,-0.229623,-0.178795,-0.30309,0.101803,0.001816,0.033453,-0.098116,-0.009674,-0.032268
746,31041.667,True,-0.016704,-0.598994,-0.301816,0.082196,-0.603697,-0.18096,-0.074577,-0.573814,-0.174121,0.171894,-0.438396,-0.046268,-0.13585,-0.502313,-0.001983,0.251306,-0.249516,-0.118817,-0.203835,-0.21678,-0.079787,0.228224,-0.195776,-0.210397,-0.225258,-0.182622,-0.289377,0.102049,0.00278,0.032131,-0.098385,-0.010625,-0.030906
747,31083.333,True,-0.013178,-0.598105,-0.310411,0.081817,-0.601559,-0.193306,-0.072989,-0.570888,-0.18998,0.171839,-0.436431,-0.057292,-0.134881,-0.49927,-0.008603,0.251187,-0.249325,-0.1194,-0.206016,-0.211399,-0.076688,0.21005,-0.198717,-0.216129,-0.203623,-0.185553,-0.27766,0.102205,0.002957,0.032521,-0.098569,-0.010874,-0.031341
748,31125.0,True,-0.009838,-0.597948,-0.312752,0.081508,-0.601589,-0.198798,-0.070837,-0.570197,-0.197193,0.172033,-0.43827,-0.062081,-0.133642,-0.499294,-0.015925,0.254943,-0.259312,-0.112667,-0.206051,-0.212113,-0.077947,0.194304,-0.210573,-0.187452,-0.166313,-0.196809,-0.266051,0.102133,0.002922,0.035077,-0.098521,-0.010841,-0.034143
749,31166.667,True,-0.008481,-0.593104,-0.313949,0.081179,-0.599864,-0.204216,-0.069799,-0.566579,-0.203109,0.173034,-0.437804,-0.068385,-0.133411,-0.499334,-0.022376,0.254805,-0.25358,-0.111882,-0.203341,-0.213933,-0.078794,0.165171,-0.212147,-0.173346,-0.14486,-0.20412,-0.251071,0.101669,0.003013,0.035173,-0.09813,-0.010864,-0.034313
750,31208.333,True,-0.007842,-0.591526,-0.303527,0.080872,-0.599445,-0.200383,-0.067488,-0.566584,-0.197672,0.173073,-0.43801,-0.067709,-0.129614,-0.502119,-0.012165,0.254703,-0.253551,-0.101604,-0.193357,-0.222666,-0.056555,0.142222,-0.220189,-0.146631,-0.116827,-0.211083,-0.195788,0.099764,0.003173,0.033842,-0.096298,-0.010905,-0.033187
751,31250.0,True,-0.008153,-0.590467,-0.301606,0.07954,-0.59897,-0.199015,-0.067209,-0.566204,-0.196429,0.171097,-0.438039,-0.069577,-0.126875,-0.502577,-0.009953,0.243389,-0.253441,-0.107554,-0.188511,-0.226168,-0.057524,0.117415,-0.224473,-0.152841,-0.108737,-0.215012,-0.198134,0.097818,0.003265,0.032854,-0.094428,-0.010952,-0.03234
752,31291.667,True,-0.007695,-0.589485,-0.303522,0.079734,-0.599011,-0.20412,-0.06541,-0.565884,-0.197816,0.172129,-0.438016,-0.07778,-0.119526,-0.502905,-0.009929,0.242453,-0.248908,-0.123153,-0.179616,-0.226572,-0.059519,0.116081,-0.223103,-0.15417,-0.105037,-0.212856,-0.21014,0.09636,0.003523,0.031937,-0.092911,-0.01132,-0.031596
753,31333.333,True,-0.007799,-0.588202,-0.303645,0.079667,-0.598822,-0.205353,-0.064876,-0.565492,-0.197017,0.173812,-0.437399,-0.078495,-0.117167,-0.502866,-0.010322,0.242336,-0.245703,-0.123992,-0.178879,-0.228634,-0.059914,0.112501,-0.222592,-0.157823,-0.103255,-0.211081,-0.192709,0.095675,0.003927,0.030869,-0.092122,-0.011695,-0.03071
754,31375.0,True,-0.009758,-0.583419,-0.308261,0.079425,-0.596081,-0.21002,-0.065763,-0.562873,-0.197872,0.174631,-0.436251,-0.081494,-0.117744,-0.502596,-0.015211,0.243277,-0.243579,-0.125412,-0.180115,-0.229674,-0.060968,0.117696,-0.215401,-0.154002,-0.105273,-0.205449,-0.194863,0.095033,0.004549,0.028645,-0.09147,-0.012172,-0.02865
755,31416.667,True,-0.013567,-0.582151,-0.308007,0.076318,-0.595725,-0.20968,-0.069777,-0.561652,-0.196869,0.17407,-0.435642,-0.079148,-0.118109,-0.500237,-0.013749,0.242123,-0.240657,-0.12183,-0.180404,-0.223101,-0.061775,0.11266,-0.21188,-0.155212,-0.102897,-0.199685,-0.200051,0.095021,0.004627,0.02871,-0.091451,-0.01227,-0.028698
756,31458.333,True,-0.01197,-0.582294,-0.307937,0.076337,-0.595752,-0.208879,-0.069472,-0.560533,-0.197266,0.174138,-0.432982,-0.078367,-0.117787,-0.498264,-0.015042,0.239165,-0.238381,-0.127799,-0.177983,-0.219605,-0.069763,0.110484,-0.209081,-0.180622,-0.09356,-0.196117,-0.225436,0.094974,0.004695,0.032058,-0.091413,-0.01248,-0.032003
757,31500.0,True,-0.011982,-0.583048,-0.307703,0.07615,-0.59618,-0.208358,-0.069503,-0.560757,-0.197006,0.173737,-0.433878,-0.078193,-0.118099,-0.499469,-0.014996,0.239209,-0.243279,-0.122512,-0.178036,-0.22279,-0.069621,0.113857,-0.209067,-0.163956,-0.095688,-0.195837,-0.222744,0.094952,0.004839,0.031827,-0.09141,-0.012601,-0.031724
758,31541.667,True,-0.011997,-0.583895,-0.307619,0.075719,-0.596551,-0.207933,-0.069622,-0.560786,-0.196763,0.173227,-0.433854,-0.078,-0.118611,-0.499128,-0.014982,0.23817,-0.243557,-0.124238,-0.177542,-0.221242,-0.070054,0.108938,-0.208697,-0.16762,-0.095762,-0.194184,-0.2231,0.094948,0.004824,0.032023,-0.091412,-0.012602,-0.031902
759,31583.333,True,-0.016784,-0.588279,-0.304484,0.071123,-0.598534,-0.20482,-0.072494,-0.564068,-0.194192,0.170199,-0.435172,-0.077848,-0.124913,-0.500165,-0.014243,0.23794,-0.245031,-0.119142,-0.178279,-0.221782,-0.068993,0.108,-0.207333,-0.156705,-0.097784,-0.193005,-0.218778,0.094994,0.004778,0.031878,-0.091471,-0.012525,-0.031727
760,31625.0,True,-0.016728,-0.589334,-0.306631,0.071335,-0.599073,-0.204902,-0.07248,-0.564077,-0.195339,0.170568,-0.434282,-0.07851,-0.125446,-0.499525,-0.015363,0.236388,-0.242109,-0.123878,-0.1784,-0.218482,-0.074634,0.107795,-0.206384,-0.172937,-0.098685,-0.190797,-0.238102,0.09525,0.004784,0.032322,-0.091771,-0.012538,-0.032155
761,31666.667,True,-0.016673,-0.58996,-0.304479,0.071346,-0.599758,-0.202021,-0.072417,-0.564072,-0.192746,0.170435,-0.435302,-0.07709,-0.125348,-0.499524,-0.012884,0.234992,-0.246548,-0.120928,-0.178763,-0.21949,-0.070381,0.108222,-0.206618,-0.166496,-0.098302,-0.19083,-0.229101,0.095381,0.004827,0.032574,-0.091916,-0.012607,-0.032369
762,31708.333,True,-0.019784,-0.590074,-0.304454,0.06875,-0.600447,-0.202654,-0.073822,-0.564665,-0.193049,0.168512,-0.436159,-0.077365,-0.125871,-0.499613,-0.012859,0.234054,-0.247599,-0.121006,-0.178957,-0.219549,-0.069649,0.104262,-0.207063,-0.165494,-0.098842,-0.190831,-0.2175,0.095283,0.004832,0.032316,-0.091797,-0.012614,-0.032145
763,31750.0,True,-0.020699,-0.588784,-0.30705,0.068083,-0.600474,-0.205585,-0.074192,-0.564605,-0.197093,0.168494,-0.436782,-0.078412,-0.126036,-0.499912,-0.014155,0.234212,-0.24748,-0.124934,-0.179193,-0.220481,-0.06953,0.105026,-0.206248,-0.174597,-0.099216,-0.191713,-0.21618,0.09529,0.004834,0.033007,-0.091802,-0.012625,-0.032885
764,31791.667,True,-0.020838,-0.588478,-0.304011,0.067978,-0.600643,-0.20117,-0.074819,-0.564603,-0.192914,0.168299,-0.437859,-0.074546,-0.126439,-0.500173,-0.011084,0.234203,-0.249339,-0.121952,-0.17967,-0.22053,-0.067876,0.105489,-0.206543,-0.173044,-0.099814,-0.191136,-0.216024,0.095503,0.004795,0.033489,-0.092011,-0.012592,-0.033314
765,31833.333,True,-0.020952,-0.58757,-0.306345,0.067579,-0.600847,-0.203709,-0.07559,-0.564549,-0.19653,0.168147,-0.438906,-0.075083,-0.126425,-0.500447,-0.012204,0.234049,-0.249579,-0.121867,-0.179738,-0.221284,-0.067912,0.105318,-0.207331,-0.171226,-0.100224,-0.191174,-0.211969,0.095486,0.004802,0.033527,-0.091984,-0.012605,-0.033367
766,31875.0,True,-0.020925,-0.587205,-0.306222,0.067507,-0.601262,-0.202781,-0.07628,-0.564574,-0.196304,0.168142,-0.439952,-0.072872,-0.126623,-0.500517,-0.011835,0.233712,-0.249557,-0.121234,-0.179768,-0.221064,-0.068264,0.104318,-0.208089,-0.171834,-0.096387,-0.191099,-0.211598,0.095497,0.004803,0.033607,-0.091991,-0.012608,-0.033448
767,31916.667,True,-0.02144,-0.58594,-0.302369,0.067006,-0.600307,-0.196535,-0.077487,-0.562889,-0.188971,0.167101,-0.439905,-0.068166,-0.127257,-0.500034,-0.008167,0.232335,-0.250149,-0.11706,-0.179956,-0.220855,-0.0672,0.103878,-0.208042,-0.168449,-0.09663,-0.190888,-0.214502,0.09578,0.00471,0.034077,-0.092311,-0.012533,-0.033819
768,31958.333,True,-0.020862,-0.585807,-0.303719,0.067131,-0.60029,-0.19754,-0.077335,-0.562894,-0.192314,0.16718,-0.438893,-0.069406,-0.127377,-0.5003,-0.009905,0.232263,-0.247747,-0.119302,-0.180232,-0.220941,-0.067181,0.103967,-0.20656,-0.175469,-0.098514,-0.190913,-0.214667,0.095773,0.004799,0.03501,-0.092309,-0.012665,-0.034777
769,32000.0,True,-0.020787,-0.585306,-0.301854,0.067031,-0.600196,-0.195683,-0.077438,-0.562201,-0.189785,0.166951,-0.439277,-0.068323,-0.127548,-0.500312,-0.007917,0.23214,-0.24902,-0.117213,-0.180393,-0.22104,-0.065275,0.103591,-0.206899,-0.170309,-0.098976,-0.190887,-0.214423,0.09585,0.004762,0.035008,-0.092408,-0.012612,-0.034761
770,32041.667,True,-0.019996,-0.585303,-0.303818,0.067331,-0.600158,-0.197429,-0.076914,-0.562192,-0.193196,0.167108,-0.438622,-0.069702,-0.12738,-0.500247,-0.010771,0.232262,-0.248392,-0.120397,-0.1804,-0.221223,-0.065719,0.103164,-0.206884,-0.176581,-0.098745,-0.190916,-0.212502,0.095764,0.004757,0.03571,-0.092311,-0.012611,-0.035493
771,32083.333,True,-0.02102,-0.585354,-0.30387,0.065454,-0.600282,-0.198491,-0.077478,-0.562215,-0.193531,0.165458,-0.439508,-0.070992,-0.128062,-0.500775,-0.010738,0.230619,-0.24935,-0.118909,-0.182192,-0.222781,-0.063517,0.102498,-0.206913,-0.164403,-0.102472,-0.191137,-0.209578,0.095748,0.004704,0.035518,-0.092295,-0.01255,-0.035282
772,32125.0,True,-0.019477,-0.585556,-0.304622,0.06539,-0.600344,-0.199128,-0.077497,-0.562187,-0.196524,0.165028,-0.438658,-0.073473,-0.130074,-0.500775,-0.01347,0.229309,-0.246956,-0.120038,-0.182813,-0.222376,-0.073061,0.10177,-0.206075,-0.165251,-0.105545,-0.190212,-0.230738,0.095773,0.00463,0.035404,-0.092349,-0.01246,-0.035157
773,32166.667,True,-0.018545,-0.585689,-0.309459,0.064965,-0.600519,-0.20542,-0.077494,-0.561908,-0.205462,0.164629,-0.438595,-0.081606,-0.130776,-0.500547,-0.02101,0.229359,-0.247658,-0.125922,-0.183394,-0.221567,-0.078161,0.103345,-0.206016,-0.172504,-0.106575,-0.18932,-0.233572,0.09573,0.004584,0.035386,-0.092327,-0.01242,-0.035135
774,32208.333,True,-0.014683,-0.586995,-0.309097,0.064754,-0.601866,-0.204373,-0.07743,-0.561083,-0.205201,0.164628,-0.438592,-0.080497,-0.130885,-0.499424,-0.021322,0.22938,-0.247516,-0.122798,-0.182904,-0.220163,-0.078128,0.103335,-0.205905,-0.169249,-0.105555,-0.188861,-0.232246,0.095704,0.004462,0.035577,-0.092321,-0.012275,-0.035337
775,32250.0,True,-0.01003,-0.58731,-0.308965,0.064756,-0.603039,-0.204304,-0.076924,-0.560701,-0.206839,0.164629,-0.439739,-0.08063,-0.130642,-0.498285,-0.023843,0.230741,-0.249423,-0.126289,-0.182708,-0.218154,-0.087028,0.104681,-0.20735,-0.179831,-0.104334,-0.187275,-0.240089,0.095697,0.00433,0.035592,-0.092313,-0.01219,-0.035356
776,32291.667,True,-0.006434,-0.58808,-0.305036,0.064681,-0.603764,-0.196379,-0.076973,-0.559131,-0.205415,0.164208,-0.440579,-0.074519,-0.130692,-0.493296,-0.024395,0.23101,-0.253457,-0.125174,-0.182703,-0.210512,-0.095922,0.105652,-0.208408,-0.185044,-0.097266,-0.183432,-0.251368,0.095945,0.004145,0.038634,-0.092574,-0.012074,-0.038208
777,32333.333,True,-0.006566,-0.590515,-0.287139,0.05966,-0.604489,-0.173839,-0.08136,-0.558605,-0.187298,0.159814,-0.440381,-0.05872,-0.136615,-0.490782,-0.014975,0.229221,-0.253146,-0.121176,-0.188994,-0.210499,-0.094391,0.095331,-0.215954,-0.185702,-0.097554,-0.18334,-0.249267,0.096235,0.003508,0.039352,-0.092906,-0.011477,-0.03886
778,32375.0,True,-0.01127,-0.587252,-0.287908,0.045929,-0.601255,-0.173083,-0.093012,-0.549039,-0.187686,0.146214,-0.437161,-0.051345,-0.148275,-0.482609,-0.010763,0.218557,-0.245096,-0.108512,-0.192693,-0.199727,-0.081136,0.082523,-0.23112,-0.169839,-0.10509,-0.180812,-0.214629,0.096239,0.002449,0.039354,-0.092927,-0.010079,-0.038883
779,32416.667,True,-0.010077,-0.583565,-0.293336,0.045955,-0.597409,-0.177736,-0.092085,-0.540915,-0.198684,0.147376,-0.432996,-0.052214,-0.148948,-0.478512,-0.016598,0.219517,-0.236773,-0.109067,-0.190369,-0.193958,-0.081558,0.083486,-0.254243,-0.168927,-0.098833,-0.179417,-0.20946,0.096231,0.001945,0.039514,-0.092952,-0.009262,-0.039125
